N,Time
2,1.1780032424242423E-6,1.9394525757575755E-6,2.233321060606061E-6,7.106256666666668E-7,8.575101818181284E-7,5.691559696969697E-7,6.001962424242424E-7,3.225717575757576E-7
4,2.171784424242424E-6,6.435326666666667E-7,1.6855922424242424E-6,5.398606666666667E-7,5.188408484849075E-7,3.138480606060606E-7,3.0782690909090906E-7,3.453608484848485E-7
8,2.491528484848485E-7,6.430821818181818E-7,9.63836606060606E-7,5.874739393939394E-7,1.1360831515151688E-6,5.77838303030303E-7,3.416100606060606E-7,9.894254545454545E-7
16,7.150392727272727E-7,4.471230787878788E-6,1.1738265454545454E-5,6.181344727272727E-6,1.9980024242425213E-6,1.1970523636363636E-6,1.4208383030303032E-6,2.0367672727272727E-6
32,1.1485775945683802E-6,4.224071290009699E-6,1.8164383608147432E-5,1.3107643064985451E-5,4.182161493695552E-6,2.6184141610087293E-6,3.6125300678952474E-6,4.702332201745878E-6
64,2.0022870999030068E-6,7.136411251212416E-6,3.33214898157129E-5,1.965070223084384E-5,8.255132880698449E-6,5.063649854510184E-6,8.175602327837052E-6,1.35284287099903E-5
128,4.4057592233009705E-6,1.6975514563106794E-5,3.417458058252427E-5,2.1957433009708737E-5,1.2586974757289438E-5,1.6726366990291264E-5,1.9670044660194176E-5,4.5502419417475725E-5
256,4.787828793774319E-6,5.2232813229571985E-5,8.031354474708171E-5,1.1251030350194553E-4,4.474892607004223E-5,3.5077023346303504E-5,9.373209338521401E-5,9.980992217898833E-5
512,1.17200703125E-5,6.31958359375E-5,1.0391721875E-4,5.5282203125E-5,6.6170945312502E-5,9.2440234375E-5,1.82977375E-4,4.648987109375E-4
1024,2.3102171875E-5,1.31807546875E-4,1.71080234375E-4,1.125405E-4,1.2107098437500067E-4,8.987584375E-5,7.394824375E-4,0.001982362640625
2048,3.800328125E-5,3.6780671875E-4,3.62932125E-4,2.3578715625E-4,2.426405625000048E-4,2.0372509375E-4,0.00323704959375,0.0099306123125
4096,7.58249375E-5,0.001097721125,7.501160625E-4,4.46140875E-4,4.905301874999796E-4,4.6492925E-4,0.0131296965,0.037984223125
8192,1.526513E-4,0.0039008859,0.0015138328,9.029226E-4,0.0010298772000000463,0.0012460369000000002,0.062100833300000005,0.1969242765
16384,3.440178E-4,0.0180144112,0.0034302204000000005,0.0018756927999999998,0.00224919859999982,0.0029228919,0.3016545635,0.7414773995
32768,7.433745E-4,0.0769555962,0.0142659499,0.00639579,0.005073592000000477,0.0092431405,1.0569397562,3.3585490116
65536,0.0012581152999999999,0.2967110807,0.0213465768,0.0097102944,0.009549705000000375,0.0181491997,4.741070679,15.674551810899999
